Mod:Item:MetaData, Localized Name
gregtech:gt.blockmachines:654, Advanced Arc Furnace III
gregtech:gt.blockmachines:655, Advanced Arc Furnace IV
gregtech:gt.blockmachines:656, Advanced Arc Furnace V
gregtech:gt.blockmachines:657, Advanced Arc Furnace VI
gregtech:gt.blockmachines:658, Advanced Arc Furnace VII
gregtech:gt.blockmachines:661, Basic Plasma Arc Furnace
gregtech:gt.blockmachines:662, Advanced Plasma Arc Furnace
gregtech:gt.blockmachines:663, Advanced Plasma Arc Furnace II
gregtech:gt.blockmachines:664, Advanced Plasma Arc Furnace III
gregtech:gt.blockmachines:665, Advanced Plasma Arc Furnace IV
gregtech:gt.blockmachines:666, Advanced Plasma Arc Furnace V
gregtech:gt.blockmachines:667, Advanced Plasma Arc Furnace VI
gregtech:gt.blockmachines:668, Advanced Plasma Arc Furnace VII
gregtech:gt.blockmachines:671, Basic Electric Oven
gregtech:gt.blockmachines:672, Advanced Electric Oven
gregtech:gt.blockmachines:673, Advanced Electric Oven II
gregtech:gt.blockmachines:674, Advanced Electric Oven III
gregtech:gt.blockmachines:675, Advanced Electric Oven IV
gregtech:gt.blockmachines:676, Advanced Electric Oven V
gregtech:gt.blockmachines:677, Advanced Electric Oven VI
gregtech:gt.blockmachines:678, Advanced Electric Oven VII
gregtech:gt.blockmachines:679, Basic Miner
gregtech:gt.blockmachines:680, Advanced Miner
gregtech:gt.blockmachines:690, Ultra Low Voltage Battery Charger
gregtech:gt.blockmachines:691, Low Voltage Battery Charger
gregtech:gt.blockmachines:692, Medium Voltage Battery Charger
gregtech:gt.blockmachines:693, High Voltage Battery Charger
gregtech:gt.blockmachines:694, Extreme Voltage Battery Charger
gregtech:gt.blockmachines:695, Insane Voltage Battery Charger
gregtech:gt.blockmachines:696, Ludicrous Voltage Battery Charger
gregtech:gt.blockmachines:697, ZPM Voltage Battery Charger
gregtech:gt.blockmachines:698, Ultimate Voltage Battery Charger
gregtech:gt.blockmachines:699, MAX Voltage Battery Charger
gregtech:gt.blockmachines:1000, Electric Blast Furnace
gregtech:gt.blockmachines:1001, Implosion Compressor
gregtech:gt.blockmachines:1002, Vacuum Freezer
gregtech:gt.blockmachines:1003, Multi Smelter
gregtech:gt.blockmachines:1020, Large Bronze Boiler
gregtech:gt.blockmachines:1021, Large Steel Boiler
gregtech:gt.blockmachines:1022, Large Titanium Boiler
gregtech:gt.blockmachines:1023, Large Tungstensteel Boiler
gregtech:gt.blockmachines:1110, Basic Diesel Generator
gregtech:gt.blockmachines:1111, Advanced Diesel Generator
gregtech:gt.blockmachines:1112, Turbo Diesel Generator
gregtech:gt.blockmachines:1115, Basic Gas Turbine
gregtech:gt.blockmachines:1116, Advanced Gas Turbine
gregtech:gt.blockmachines:1117, Turbo Gas Turbine
gregtech:gt.blockmachines:1120, Basic Steam Turbine
gregtech:gt.blockmachines:1121, Advanced Steam Turbine
gregtech:gt.blockmachines:1122, Turbo Steam Turbine
gregtech:gt.blockmachines:1123, Novice Magic Energy Converter
gregtech:gt.blockmachines:1124, Adept Magic Energy Converter
gregtech:gt.blockmachines:1125, Master Magic Energy Converter
gregtech:gt.blockmachines:1126, Distillation Tower
gregtech:gt.blockmachines:1127, Novice Magic Energy Absorber
gregtech:gt.blockmachines:1128, Adept Magic Energy Absorber
gregtech:gt.blockmachines:1129, Master Magic Energy Absorber
gregtech:gt.blockmachines:1130, Grandmaster Magic Energy Absorber
gregtech:gt.blockmachines:1131, Large Steam Turbine
gregtech:gt.blockmachines:1135, Advanced Monster Repellator V
gregtech:gt.blockmachines:1136, Advanced Monster Repellator VI
gregtech:gt.blockmachines:1137, Advanced Monster Repellator VII
gregtech:gt.blockmachines:1140, Basic Pump
gregtech:gt.blockmachines:1141, Advanced Pump
gregtech:gt.blockmachines:1142, Advanced Pump II
gregtech:gt.blockmachines:1143, Advanced Pump III
gregtech:gt.blockmachines:1144, Advanced Pump IV
gregtech:gt.blockmachines:1145, Teleporter
gregtech:gt.blockmachines:1146, Basic Monster Repellator
gregtech:gt.blockmachines:1147, Advanced Monster Repellator
gregtech:gt.blockmachines:1148, Advanced Monster Repellator II
gregtech:gt.blockmachines:1149, Advanced Monster Repellator III
gregtech:gt.blockmachines:1150, Advanced Monster Repellator IV
gregtech:gt.blockmachines:1151, Large Gas Turbine
gregtech:gt.blockmachines:1152, Large HP Steam Turbine
gregtech:gt.blockmachines:1153, Large Plasma Generator
gregtech:gt.blockmachines:1154, Large Heat Exchanger
gregtech:gt.blockmachines:1155, Charcoal Pile Igniter
gregtech:gt.blockmachines:1156, Seismic Prospector
gregtech:gt.blockmachines:1157, Oil Drilling Rig
gregtech:gt.blockmachines:1158, Ore Drilling Plant
gregtech:gt.blockmachines:1159, Pyrolyse Oven
gregtech:gt.blockmachines:1160, Oil Cracking Unit
gregtech:gt.blockmachines:1161, HV Microwave Energy Transmitter
gregtech:gt.blockmachines:1162, EV Microwave Energy Transmitter
gregtech:gt.blockmachines:1163, IV Microwave Energy Transmitter
gregtech:gt.blockmachines:1164, LuV Microwave Energy Transmitter
gregtech:gt.blockmachines:1165, ZPM Microwave Energy Transmitter
gregtech:gt.blockmachines:1166, Curing Oven
gregtech:gt.blockmachines:1169, Large Chemical Reactor
gregtech:gt.blockmachines:1170, Assembly Line
gregtech:gt.blockmachines:1171, Diesel Engine
gregtech:gt.blockmachines:1172, Cleanroom Controller
gregtech:gt.blockmachines:1173, Advanced Seismic Prospector
gregtech:gt.blockmachines:1174, Lightning Rod
gregtech:gt.blockmachines:1175, Lightning Rod II
gregtech:gt.blockmachines:1176, Lightning Rod III
gregtech:gt.blockmachines:1177, Ore Drilling Plant II
gregtech:gt.blockmachines:1178, Ore Drilling Plant III
gregtech:gt.blockmachines:1179, Ore Drilling Plant IV
gregtech:gt.blockmachines:1180, Basic Circuit Assembling Machine
gregtech:gt.blockmachines:1181, Advanced Circuit Assembling Machine
gregtech:gt.blockmachines:1182, Advanced Circuit Assembling Machine II
gregtech:gt.blockmachines:1183, Advanced Circuit Assembling Machine III
gregtech:gt.blockmachines:1184, Advanced Circuit Assembling Machine IV
gregtech:gt.blockmachines:1185, Advanced Circuit Assembling Machine V
gregtech:gt.blockmachines:1186, Advanced Circuit Assembling Machine VI
gregtech:gt.blockmachines:1187, Advanced Circuit Assembling Machine VII
gregtech:gt.blockmachines:1190, Naquadah Reactor Mark I
gregtech:gt.blockmachines:1191, Naquadah Reactor Mark II
gregtech:gt.blockmachines:1192, Naquadah Reactor Mark III
gregtech:gt.blockmachines:1193, Fusion Control Computer Mark I
gregtech:gt.blockmachines:1194, Fusion Control Computer Mark II
gregtech:gt.blockmachines:1195, Fusion Control Computer Mark III
gregtech:gt.blockmachines:1196, Plasma Generator Mark I
gregtech:gt.blockmachines:1197, Plasma Generator Mark II
gregtech:gt.blockmachines:1198, Plasma Generator Mark III
gregtech:gt.blockmachines:1199, Processing Array
gregtech:gt.blockmachines:1200, 1x Cobalt Wire
gregtech:gt.blockmachines:1201, 2x Cobalt Wire
gregtech:gt.blockmachines:1202, 4x Cobalt Wire
gregtech:gt.blockmachines:1203, 8x Cobalt Wire
gregtech:gt.blockmachines:1204, 12x Cobalt Wire
gregtech:gt.blockmachines:1205, 16x Cobalt Wire
gregtech:gt.blockmachines:1206, 1x Cobalt Cable
gregtech:gt.blockmachines:1207, 2x Cobalt Cable
gregtech:gt.blockmachines:1208, 4x Cobalt Cable
gregtech:gt.blockmachines:1209, 8x Cobalt Cable
gregtech:gt.blockmachines:1210, 12x Cobalt Cable
gregtech:gt.blockmachines:1220, 1x Lead Wire
gregtech:gt.blockmachines:1221, 2x Lead Wire
gregtech:gt.blockmachines:1222, 4x Lead Wire
gregtech:gt.blockmachines:1223, 8x Lead Wire
gregtech:gt.blockmachines:1224, 12x Lead Wire
gregtech:gt.blockmachines:1225, 16x Lead Wire
gregtech:gt.blockmachines:1226, 1x Lead Cable
gregtech:gt.blockmachines:1227, 2x Lead Cable
gregtech:gt.blockmachines:1228, 4x Lead Cable
gregtech:gt.blockmachines:1229, 8x Lead Cable
gregtech:gt.blockmachines:1230, 12x Lead Cable
gregtech:gt.blockmachines:1240, 1x Tin Wire
gregtech:gt.blockmachines:1241, 2x Tin Wire
gregtech:gt.blockmachines:1242, 4x Tin Wire
gregtech:gt.blockmachines:1243, 8x Tin Wire
gregtech:gt.blockmachines:1244, 12x Tin Wire
gregtech:gt.blockmachines:1245, 16x Tin Wire
gregtech:gt.blockmachines:1246, 1x Tin Cable
gregtech:gt.blockmachines:1247, 2x Tin Cable
gregtech:gt.blockmachines:1248, 4x Tin Cable
gregtech:gt.blockmachines:1249, 8x Tin Cable
gregtech:gt.blockmachines:1250, 12x Tin Cable
gregtech:gt.blockmachines:1260, 1x Zinc Wire
gregtech:gt.blockmachines:1261, 2x Zinc Wire
gregtech:gt.blockmachines:1262, 4x Zinc Wire
gregtech:gt.blockmachines:1263, 8x Zinc Wire
gregtech:gt.blockmachines:1264, 12x Zinc Wire
gregtech:gt.blockmachines:1265, 16x Zinc Wire
gregtech:gt.blockmachines:1266, 1x Zinc Cable
gregtech:gt.blockmachines:1267, 2x Zinc Cable
gregtech:gt.blockmachines:1268, 4x Zinc Cable
gregtech:gt.blockmachines:1269, 8x Zinc Cable
gregtech:gt.blockmachines:1270, 12x Zinc Cable
gregtech:gt.blockmachines:1280, 1x Soldering Alloy Wire
gregtech:gt.blockmachines:1281, 2x Soldering Alloy Wire
gregtech:gt.blockmachines:1282, 4x Soldering Alloy Wire
gregtech:gt.blockmachines:1283, 8x Soldering Alloy Wire
gregtech:gt.blockmachines:1284, 12x Soldering Alloy Wire
gregtech:gt.blockmachines:1285, 16x Soldering Alloy Wire
gregtech:gt.blockmachines:1286, 1x Soldering Alloy Cable
gregtech:gt.blockmachines:1287, 2x Soldering Alloy Cable
gregtech:gt.blockmachines:1288, 4x Soldering Alloy Cable
gregtech:gt.blockmachines:1289, 8x Soldering Alloy Cable
gregtech:gt.blockmachines:1290, 12x Soldering Alloy Cable
gregtech:gt.blockmachines:1300, 1x Iron Wire
gregtech:gt.blockmachines:1301, 2x Iron Wire
gregtech:gt.blockmachines:1302, 4x Iron Wire
gregtech:gt.blockmachines:1303, 8x Iron Wire
gregtech:gt.blockmachines:1304, 12x Iron Wire
gregtech:gt.blockmachines:1305, 16x Iron Wire
gregtech:gt.blockmachines:1306, 1x Iron Cable
gregtech:gt.blockmachines:1307, 2x Iron Cable
gregtech:gt.blockmachines:1308, 4x Iron Cable
gregtech:gt.blockmachines:1309, 8x Iron Cable
gregtech:gt.blockmachines:1310, 12x Iron Cable
gregtech:gt.blockmachines:1320, 1x Nickel Wire
gregtech:gt.blockmachines:1321, 2x Nickel Wire
gregtech:gt.blockmachines:1322, 4x Nickel Wire
gregtech:gt.blockmachines:1323, 8x Nickel Wire
gregtech:gt.blockmachines:1324, 12x Nickel Wire
gregtech:gt.blockmachines:1325, 16x Nickel Wire
gregtech:gt.blockmachines:1326, 1x Nickel Cable
gregtech:gt.blockmachines:1327, 2x Nickel Cable
gregtech:gt.blockmachines:1328, 4x Nickel Cable
gregtech:gt.blockmachines:1329, 8x Nickel Cable
gregtech:gt.blockmachines:1330, 12x Nickel Cable
gregtech:gt.blockmachines:1340, 1x Cupronickel Wire
gregtech:gt.blockmachines:1341, 2x Cupronickel Wire
gregtech:gt.blockmachines:1342, 4x Cupronickel Wire
gregtech:gt.blockmachines:1343, 8x Cupronickel Wire
gregtech:gt.blockmachines:1344, 12x Cupronickel Wire
gregtech:gt.blockmachines:1345, 16x Cupronickel Wire
gregtech:gt.blockmachines:1346, 1x Cupronickel Cable
gregtech:gt.blockmachines:1347, 2x Cupronickel Cable
gregtech:gt.blockmachines:1348, 4x Cupronickel Cable
gregtech:gt.blockmachines:1349, 8x Cupronickel Cable
gregtech:gt.blockmachines:1350, 12x Cupronickel Cable
gregtech:gt.blockmachines:1360, 1x Copper Wire
gregtech:gt.blockmachines:1361, 2x Copper Wire
gregtech:gt.blockmachines:1362, 4x Copper Wire
gregtech:gt.blockmachines:1363, 8x Copper Wire
gregtech:gt.blockmachines:1364, 12x Copper Wire
gregtech:gt.blockmachines:1365, 16x Copper Wire
gregtech:gt.blockmachines:1366, 1x Copper Cable
gregtech:gt.blockmachines:1367, 2x Copper Cable
gregtech:gt.blockmachines:1368, 4x Copper Cable
gregtech:gt.blockmachines:1369, 8x Copper Cable
gregtech:gt.blockmachines:1370, 12x Copper Cable
gregtech:gt.blockmachines:1380, 1x Annealed Copper Wire
gregtech:gt.blockmachines:1381, 2x Annealed Copper Wire
gregtech:gt.blockmachines:1382, 4x Annealed Copper Wire
gregtech:gt.blockmachines:1383, 8x Annealed Copper Wire
gregtech:gt.blockmachines:1384, 12x Annealed Copper Wire
gregtech:gt.blockmachines:1385, 16x Annealed Copper Wire
gregtech:gt.blockmachines:1386, 1x Annealed Copper Cable
gregtech:gt.blockmachines:1387, 2x Annealed Copper Cable
gregtech:gt.blockmachines:1388, 4x Annealed Copper Cable
gregtech:gt.blockmachines:1389, 8x Annealed Copper Cable
gregtech:gt.blockmachines:1390, 12x Annealed Copper Cable
gregtech:gt.blockmachines:1400, 1x Kanthal Wire
gregtech:gt.blockmachines:1401, 2x Kanthal Wire
gregtech:gt.blockmachines:1402, 4x Kanthal Wire
gregtech:gt.blockmachines:1403, 8x Kanthal Wire
gregtech:gt.blockmachines:1404, 12x Kanthal Wire
gregtech:gt.blockmachines:1405, 16x Kanthal Wire
gregtech:gt.blockmachines:1406, 1x Kanthal Cable
gregtech:gt.blockmachines:1407, 2x Kanthal Cable
gregtech:gt.blockmachines:1408, 4x Kanthal Cable
gregtech:gt.blockmachines:1409, 8x Kanthal Cable
gregtech:gt.blockmachines:1410, 12x Kanthal Cable
gregtech:gt.blockmachines:1420, 1x Gold Wire
gregtech:gt.blockmachines:1421, 2x Gold Wire
gregtech:gt.blockmachines:1422, 4x Gold Wire
gregtech:gt.blockmachines:1423, 8x Gold Wire
gregtech:gt.blockmachines:1424, 12x Gold Wire
gregtech:gt.blockmachines:1425, 16x Gold Wire
gregtech:gt.blockmachines:1426, 1x Gold Cable
gregtech:gt.blockmachines:1427, 2x Gold Cable
gregtech:gt.blockmachines:1428, 4x Gold Cable
gregtech:gt.blockmachines:1429, 8x Gold Cable
gregtech:gt.blockmachines:1430, 12x Gold Cable
gregtech:gt.blockmachines:1440, 1x Electrum Wire
gregtech:gt.blockmachines:1441, 2x Electrum Wire
gregtech:gt.blockmachines:1442, 4x Electrum Wire
gregtech:gt.blockmachines:1443, 8x Electrum Wire
gregtech:gt.blockmachines:1444, 12x Electrum Wire
gregtech:gt.blockmachines:1445, 16x Electrum Wire
gregtech:gt.blockmachines:1446, 1x Electrum Cable
gregtech:gt.blockmachines:1447, 2x Electrum Cable
gregtech:gt.blockmachines:1448, 4x Electrum Cable
gregtech:gt.blockmachines:1449, 8x Electrum Cable
gregtech:gt.blockmachines:1450, 12x Electrum Cable
gregtech:gt.blockmachines:1460, 1x Silver Wire
gregtech:gt.blockmachines:1461, 2x Silver Wire
gregtech:gt.blockmachines:1462, 4x Silver Wire
gregtech:gt.blockmachines:1463, 8x Silver Wire
gregtech:gt.blockmachines:1464, 12x Silver Wire
gregtech:gt.blockmachines:1465, 16x Silver Wire
gregtech:gt.blockmachines:1466, 1x Silver Cable
gregtech:gt.blockmachines:1467, 2x Silver Cable
gregtech:gt.blockmachines:1468, 4x Silver Cable
gregtech:gt.blockmachines:1469, 8x Silver Cable
gregtech:gt.blockmachines:1470, 12x Silver Cable
gregtech:gt.blockmachines:1480, 1x Blue Alloy Wire
gregtech:gt.blockmachines:1481, 2x Blue Alloy Wire
gregtech:gt.blockmachines:1482, 4x Blue Alloy Wire
gregtech:gt.blockmachines:1483, 8x Blue Alloy Wire
gregtech:gt.blockmachines:1484, 12x Blue Alloy Wire
gregtech:gt.blockmachines:1485, 16x Blue Alloy Wire
gregtech:gt.blockmachines:1486, 1x Blue Alloy Cable
gregtech:gt.blockmachines:1487, 2x Blue Alloy Cable
gregtech:gt.blockmachines:1488, 4x Blue Alloy Cable
gregtech:gt.blockmachines:1489, 8x Blue Alloy Cable
gregtech:gt.blockmachines:1490, 12x Blue Alloy Cable
gregtech:gt.blockmachines:1500, 1x Nichrome Wire
gregtech:gt.blockmachines:1501, 2x Nichrome Wire
gregtech:gt.blockmachines:1502, 4x Nichrome Wire
gregtech:gt.blockmachines:1503, 8x Nichrome Wire
gregtech:gt.blockmachines:1504, 12x Nichrome Wire
gregtech:gt.blockmachines:1505, 16x Nichrome Wire
gregtech:gt.blockmachines:1506, 1x Nichrome Cable
gregtech:gt.blockmachines:1507, 2x Nichrome Cable
gregtech:gt.blockmachines:1508, 4x Nichrome Cable
gregtech:gt.blockmachines:1509, 8x Nichrome Cable
gregtech:gt.blockmachines:1510, 12x Nichrome Cable
gregtech:gt.blockmachines:1520, 1x Steel Wire
gregtech:gt.blockmachines:1521, 2x Steel Wire
gregtech:gt.blockmachines:1522, 4x Steel Wire
gregtech:gt.blockmachines:1523, 8x Steel Wire
gregtech:gt.blockmachines:1524, 12x Steel Wire
gregtech:gt.blockmachines:1525, 16x Steel Wire
gregtech:gt.blockmachines:1526, 1x Steel Cable
gregtech:gt.blockmachines:1527, 2x Steel Cable
gregtech:gt.blockmachines:1528, 4x Steel Cable
gregtech:gt.blockmachines:1529, 8x Steel Cable
gregtech:gt.blockmachines:1530, 12x Steel Cable
gregtech:gt.blockmachines:1540, 1x Black Steel Wire
gregtech:gt.blockmachines:1541, 2x Black Steel Wire
gregtech:gt.blockmachines:1542, 4x Black Steel Wire
gregtech:gt.blockmachines:1543, 8x Black Steel Wire
gregtech:gt.blockmachines:1544, 12x Black Steel Wire
gregtech:gt.blockmachines:1545, 16x Black Steel Wire
gregtech:gt.blockmachines:1546, 1x Black Steel Cable
gregtech:gt.blockmachines:1547, 2x Black Steel Cable
gregtech:gt.blockmachines:1548, 4x Black Steel Cable
gregtech:gt.blockmachines:1549, 8x Black Steel Cable
gregtech:gt.blockmachines:1550, 12x Black Steel Cable
gregtech:gt.blockmachines:1560, 1x Titanium Wire
gregtech:gt.blockmachines:1561, 2x Titanium Wire
gregtech:gt.blockmachines:1562, 4x Titanium Wire
gregtech:gt.blockmachines:1563, 8x Titanium Wire
gregtech:gt.blockmachines:1564, 12x Titanium Wire
gregtech:gt.blockmachines:1565, 16x Titanium Wire
gregtech:gt.blockmachines:1566, 1x Titanium Cable
gregtech:gt.blockmachines:1567, 2x Titanium Cable
gregtech:gt.blockmachines:1568, 4x Titanium Cable
gregtech:gt.blockmachines:1569, 8x Titanium Cable
gregtech:gt.blockmachines:1570, 12x Titanium Cable
gregtech:gt.blockmachines:1580, 1x Aluminium Wire
gregtech:gt.blockmachines:1581, 2x Aluminium Wire
gregtech:gt.blockmachines:1582, 4x Aluminium Wire
gregtech:gt.blockmachines:1583, 8x Aluminium Wire
gregtech:gt.blockmachines:1584, 12x Aluminium Wire
gregtech:gt.blockmachines:1585, 16x Aluminium Wire
gregtech:gt.blockmachines:1586, 1x Aluminium Cable
gregtech:gt.blockmachines:1587, 2x Aluminium Cable
gregtech:gt.blockmachines:1588, 4x Aluminium Cable
gregtech:gt.blockmachines:1589, 8x Aluminium Cable
gregtech:gt.blockmachines:1590, 12x Aluminium Cable
gregtech:gt.blockmachines:1600, 1x Graphene Wire
gregtech:gt.blockmachines:1601, 2x Graphene Wire
gregtech:gt.blockmachines:1602, 4x Graphene Wire
gregtech:gt.blockmachines:1603, 8x Graphene Wire
gregtech:gt.blockmachines:1604, 12x Graphene Wire
gregtech:gt.blockmachines:1605, 16x Graphene Wire
gregtech:gt.blockmachines:1620, 1x Osmium Wire
gregtech:gt.blockmachines:1621, 2x Osmium Wire
gregtech:gt.blockmachines:1622, 4x Osmium Wire
gregtech:gt.blockmachines:1623, 8x Osmium Wire
gregtech:gt.blockmachines:1624, 12x Osmium Wire
gregtech:gt.blockmachines:1625, 16x Osmium Wire
gregtech:gt.blockmachines:1626, 1x Osmium Cable
gregtech:gt.blockmachines:1627, 2x Osmium Cable
gregtech:gt.blockmachines:1628, 4x Osmium Cable
gregtech:gt.blockmachines:1629, 8x Osmium Cable
gregtech:gt.blockmachines:1630, 12x Osmium Cable
gregtech:gt.blockmachines:1640, 1x Platinum Wire
gregtech:gt.blockmachines:1641, 2x Platinum Wire
gregtech:gt.blockmachines:1642, 4x Platinum Wire
gregtech:gt.blockmachines:1643, 8x Platinum Wire
gregtech:gt.blockmachines:1644, 12x Platinum Wire
gregtech:gt.blockmachines:1645, 16x Platinum Wire
gregtech:gt.blockmachines:1646, 1x Platinum Cable
gregtech:gt.blockmachines:1647, 2x Platinum Cable
gregtech:gt.blockmachines:1648, 4x Platinum Cable
gregtech:gt.blockmachines:1649, 8x Platinum Cable
gregtech:gt.blockmachines:1650, 12x Platinum Cable
gregtech:gt.blockmachines:1660, 1x Tungstensteel Wire
gregtech:gt.blockmachines:1661, 2x Tungstensteel Wire
gregtech:gt.blockmachines:1662, 4x Tungstensteel Wire
gregtech:gt.blockmachines:1663, 8x Tungstensteel Wire
gregtech:gt.blockmachines:1664, 12x Tungstensteel Wire
gregtech:gt.blockmachines:1665, 16x Tungstensteel Wire
gregtech:gt.blockmachines:1666, 1x Tungstensteel Cable
gregtech:gt.blockmachines:1667, 2x Tungstensteel Cable
gregtech:gt.blockmachines:1668, 4x Tungstensteel Cable
gregtech:gt.blockmachines:1669, 8x Tungstensteel Cable
gregtech:gt.blockmachines:1670, 12x Tungstensteel Cable
gregtech:gt.blockmachines:1680, 1x Tungsten Wire
gregtech:gt.blockmachines:1681, 2x Tungsten Wire
gregtech:gt.blockmachines:1682, 4x Tungsten Wire
gregtech:gt.blockmachines:1683, 8x Tungsten Wire
gregtech:gt.blockmachines:1684, 12x Tungsten Wire
gregtech:gt.blockmachines:1685, 16x Tungsten Wire
gregtech:gt.blockmachines:1686, 1x Tungsten Cable
gregtech:gt.blockmachines:1687, 2x Tungsten Cable
gregtech:gt.blockmachines:1688, 4x Tungsten Cable
gregtech:gt.blockmachines:1689, 8x Tungsten Cable
gregtech:gt.blockmachines:1690, 12x Tungsten Cable
gregtech:gt.blockmachines:1700, 1x HSS-G Wire
gregtech:gt.blockmachines:1701, 2x HSS-G Wire
gregtech:gt.blockmachines:1702, 4x HSS-G Wire
gregtech:gt.blockmachines:1703, 8x HSS-G Wire
gregtech:gt.blockmachines:1704, 12x HSS-G Wire
gregtech:gt.blockmachines:1705, 16x HSS-G Wire
gregtech:gt.blockmachines:1706, 1x HSS-G Cable
gregtech:gt.blockmachines:1707, 2x HSS-G Cable
gregtech:gt.blockmachines:1708, 4x HSS-G Cable
gregtech:gt.blockmachines:1709, 8x HSS-G Cable
gregtech:gt.blockmachines:1710, 12x HSS-G Cable
gregtech:gt.blockmachines:1720, 1x Niobium-Titanium Wire
gregtech:gt.blockmachines:1721, 2x Niobium-Titanium Wire
gregtech:gt.blockmachines:1722, 4x Niobium-Titanium Wire
gregtech:gt.blockmachines:1723, 8x Niobium-Titanium Wire
gregtech:gt.blockmachines:1724, 12x Niobium-Titanium Wire
gregtech:gt.blockmachines:1725, 16x Niobium-Titanium Wire
gregtech:gt.blockmachines:1726, 1x Niobium-Titanium Cable
gregtech:gt.blockmachines:1727, 2x Niobium-Titanium Cable
gregtech:gt.blockmachines:1728, 4x Niobium-Titanium Cable
gregtech:gt.blockmachines:1729, 8x Niobium-Titanium Cable
gregtech:gt.blockmachines:1730, 12x Niobium-Titanium Cable
gregtech:gt.blockmachines:1740, 1x Vanadium-Gallium Wire
gregtech:gt.blockmachines:1741, 2x Vanadium-Gallium Wire
gregtech:gt.blockmachines:1742, 4x Vanadium-Gallium Wire
gregtech:gt.blockmachines:1743, 8x Vanadium-Gallium Wire
gregtech:gt.blockmachines:1744, 12x Vanadium-Gallium Wire
gregtech:gt.blockmachines:1745, 16x Vanadium-Gallium Wire
gregtech:gt.blockmachines:1746, 1x Vanadium-Gallium Cable
gregtech:gt.blockmachines:1747, 2x Vanadium-Gallium Cable
gregtech:gt.blockmachines:1748, 4x Vanadium-Gallium Cable
gregtech:gt.blockmachines:1749, 8x Vanadium-Gallium Cable
gregtech:gt.blockmachines:1750, 12x Vanadium-Gallium Cable
gregtech:gt.blockmachines:1760, 1x Yttrium Barium Cuprate Wire
gregtech:gt.blockmachines:1761, 2x Yttrium Barium Cuprate Wire
gregtech:gt.blockmachines:1762, 4x Yttrium Barium Cuprate Wire
gregtech:gt.blockmachines:1763, 8x Yttrium Barium Cuprate Wire
gregtech:gt.blockmachines:1764, 12x Yttrium Barium Cuprate Wire
gregtech:gt.blockmachines:1765, 16x Yttrium Barium Cuprate Wire
gregtech:gt.blockmachines:1766, 1x Yttrium Barium Cuprate Cable
gregtech:gt.blockmachines:1767, 2x Yttrium Barium Cuprate Cable
gregtech:gt.blockmachines:1768, 4x Yttrium Barium Cuprate Cable
gregtech:gt.blockmachines:1769, 8x Yttrium Barium Cuprate Cable
gregtech:gt.blockmachines:1770, 12x Yttrium Barium Cuprate Cable
gregtech:gt.blockmachines:1780, 1x Naquadah Wire
gregtech:gt.blockmachines:1781, 2x Naquadah Wire
gregtech:gt.blockmachines:1782, 4x Naquadah Wire
gregtech:gt.blockmachines:1783, 8x Naquadah Wire
gregtech:gt.blockmachines:1784, 12x Naquadah Wire
gregtech:gt.blockmachines:1785, 16x Naquadah Wire
gregtech:gt.blockmachines:1786, 1x Naquadah Cable
gregtech:gt.blockmachines:1787, 2x Naquadah Cable
gregtech:gt.blockmachines:1788, 4x Naquadah Cable
gregtech:gt.blockmachines:1789, 8x Naquadah Cable
gregtech:gt.blockmachines:1790, 12x Naquadah Cable
gregtech:gt.blockmachines:1800, 1x Naquadah Alloy Wire
gregtech:gt.blockmachines:1801, 2x Naquadah Alloy Wire
gregtech:gt.blockmachines:1802, 4x Naquadah Alloy Wire
gregtech:gt.blockmachines:1803, 8x Naquadah Alloy Wire
gregtech:gt.blockmachines:1804, 12x Naquadah Alloy Wire
gregtech:gt.blockmachines:1805, 16x Naquadah Alloy Wire
gregtech:gt.blockmachines:1806, 1x Naquadah Alloy Cable
gregtech:gt.blockmachines:1807, 2x Naquadah Alloy Cable
gregtech:gt.blockmachines:1808, 4x Naquadah Alloy Cable
gregtech:gt.blockmachines:1809, 8x Naquadah Alloy Cable
gregtech:gt.blockmachines:1810, 12x Naquadah Alloy Cable
gregtech:gt.blockmachines:1820, 1x Duranium Wire
gregtech:gt.blockmachines:1821, 2x Duranium Wire
gregtech:gt.blockmachines:1822, 4x Duranium Wire
gregtech:gt.blockmachines:1823, 8x Duranium Wire
gregtech:gt.blockmachines:1824, 12x Duranium Wire
gregtech:gt.blockmachines:1825, 16x Duranium Wire
gregtech:gt.blockmachines:1826, 1x Duranium Cable
gregtech:gt.blockmachines:1827, 2x Duranium Cable
gregtech:gt.blockmachines:1828, 4x Duranium Cable
gregtech:gt.blockmachines:1829, 8x Duranium Cable
gregtech:gt.blockmachines:1830, 12x Duranium Cable
gregtech:gt.blockmachines:2000, 1x Red Alloy Wire
gregtech:gt.blockmachines:2001, 2x Red Alloy Wire
gregtech:gt.blockmachines:2002, 4x Red Alloy Wire
gregtech:gt.blockmachines:2003, 8x Red Alloy Wire
gregtech:gt.blockmachines:2004, 12x Red Alloy Wire
gregtech:gt.blockmachines:2005, 16x Red Alloy Wire
gregtech:gt.blockmachines:2006, 1x Red Alloy Cable
gregtech:gt.blockmachines:2007, 2x Red Alloy Cable
gregtech:gt.blockmachines:2008, 4x Red Alloy Cable
gregtech:gt.blockmachines:2009, 8x Red Alloy Cable
gregtech:gt.blockmachines:2010, 12x Red Alloy Cable
